"elite_idx","centroid_x","centroid_y","situation_x","situation_y","situation_vec","command","fitness","kind","iteration"
"276","0.016506779424521445","0.8460626141705142","0.020528471004071513","0.8385908268626013","0.020528471004071513,0.8385908268626013","0.998820927378921,0.853614392899152,0.9435465585836165,0.999079406217499,0.6185947443968891,0.9249157514705878,0.9827677625240221,0.6284611354947194,0.9977605086180867,0.9576822299561742","0.557533306296286","sbx_closest2parent","35593"
"1939","0.020885786182917532","0.31894508636049623","0.021043455357275698","0.32649069022688015","0.021043455357275698,0.32649069022688015","1,1,1,1,1,1,1,1,1,1","0.5956239322428646","regression","73667"
"2782","0.14493048590520763","0.20851363645088838","0.021247209042330795","0.47745351846354145","0.021247209042330795,0.47745351846354145","0.18638374761760768,0.5847308210095522,0.45949463166948845,0.948637604938792,0.26882150028778473,0.2645508052984231,0.4411868783071754,0.24767440835190102,0.34354398903165606,0.021913707816627603","0.60471685245199","random","2782"
"4251","0.022396647112906676","0.15991717164023067","0.02141127244831087","0.16765452013150384","0.02141127244831087,0.16765452013150384","0.939833739695363,1,1,0.8440127845561796,1,0.8673521564527287,1,1,0.9701303808653088,1","0.5511523999234946","regression","69483"
"4240","0.018950149073052702","0.7002283811923382","0.021606563082443686","0.7008962011594281","0.021606563082443686,0.7008962011594281","1,1,1,0.9617054650256335,0.9882378679882673,1,1,1,0.9157930787573088,1","0.597570064475525","regression","31453"
"2902","0.03222695166170447","0.009395530415347575","0.02167961288793896","0.9415140530845503","0.02167961288793896,0.9415140530845503","0.4071534475447717,0.7693874416710009,0.24289141015256155,0.7247140126017779,0.17028511621378628,0.47148848056204606,0.1133462097131348,0.49731804835871996,0.9301805043701349,0.08652389702756724","0.5121383547034319","random","2902"
"4505","0.019486234048436524","0.4404097467911364","0.02232755917024587","0.43746128624133307","0.02232755917024587,0.43746128624133307","0.97673600728734,0.9617157904250252,0.9509494081006101,0.9871509753927621,0.9913813265523725,0.6210184141277255,0.9788669910299268,0.6459702267976268,0.9343096683011817,0.39210678102774954","0.6125229266264755","sbx_closest2parent","98894"
"52","0.021574831661206884","0.2620869900002049","0.022366606278445667","0.26918329643128747","0.022366606278445667,0.26918329643128747","1,1,1,1,1,1,1,1,1,1","0.5819381821187362","regression","68644"
"323","0.9553239103582283","0.19372829354155108","0.022702825226169454","0.5439866901628617","0.022702825226169454,0.5439866901628617","0.9697006924696602,0.9218327763244336,0.30982314696623614,0.38974983665353746,0.6824845574215926,0.8393020434636896,0.5831475292409047,0.5567610176958739,0.7995989602465499,0.7164271924268678","0.6102074643318932","random","323"
"2793","0.02195710095123493","0.9682057537403584","0.02272595219343887","0.9639221393344786","0.02272595219343887,0.9639221393344786","1,1,1,1,1,1,0.9849498632142364,0.9869432072491751,1,0.9993965489508735","0.5198170142975423","regression","97820"
"1932","0.01794159164328274","0.4880011913298399","0.02281640221076131","0.4871160021281411","0.02281640221076131,0.4871160021281411","1,1,1,1,1,1,1,1,1,1","0.6181706290696042","regression","24557"
"1530","0.019206889152131146","0.6673297458861913","0.023275121279168753","0.6697076310259239","0.023275121279168753,0.6697076310259239","0.9969415153780584,0.9985996228121403,0.9999647557973478,0.9987898176302962,0.9967985289002138,0.9997779534234185,0.998925923065506,0.9928070552407456,0.999846201466521,0.9998425005367467","0.6050412030402371","sbx_closest2parent","84369"
"444","0.016250663824329548","0.46708828875049535","0.023435005145871934","0.47400442562955103","0.023435005145871934,0.47400442562955103","0.9634293229625032,0.9645707689820758,0.9932306165907676,0.9748195133957128,0.9875961406819203,0.996407561059445,0.9942937848945931,0.9904442096807173,0.9272514027689488,0.813166808866506","0.6172319987651479","regression","65516"
"578","0.017280949894994846","0.30015399352567795","0.023486447440223546","0.3057152052906622","0.023486447440223546,0.3057152052906622","1,1,1,1,1,1,1,1,1,1","0.591555553139629","regression","75518"
"477","0.022712966830788217","0.7955205564457242","0.024492854073323578","0.7940288217559398","0.024492854073323578,0.7940288217559398","0.9867600245015131,0.9770862063885173,0.8095464371448862,0.9755531057130065,0.9048225581285104,0.9762687769799983,0.9868355829213714,0.8424840967259151,0.9131098503355743,1","0.5743420722744218","regression","71780"
"2380","0.022192765246243362","0.5205083727026388","0.02516850523820613","0.5233349034223586","0.02516850523820613,0.5233349034223586","0.9496362851427581,0.9946868069283359,0.9733230817734926,0.991110279104723,0.9736131089997577,0.9830175110535169,0.9341708365870163,0.9524252636164429,0.9544353617616668,0.9911819041661115","0.6193416041405788","regression","90337"
"718","0.27533634803490015","0.1018554841689207","0.02523031882312815","0.6056354183490417","0.02523031882312815,0.6056354183490417","0.43182477479272474,0.42787036539143963,0.4610740581796925,0.06291798766130474,0.45281091625911996,0.24099351032907934,0.12247351501671688,0.49987757080888595,0.11187224929216077,0.1902185494550681","0.5949017056410133","random","718"
"2236","0.0188146961110498","0.8707855589459101","0.025686763858727923","0.8701874028160639","0.025686763858727923,0.8701874028160639","1,1,1,1,1,1,1,1,1,1","0.5538470430637964","regression","55168"
"1149","0.019315865488675588","0.427718538515411","0.025916251449403127","0.42955495193832405","0.025916251449403127,0.42955495193832405","0.9771254820714995,0.9518044943291729,0.9901972202319266,0.9488815770997274,0.9400928874127275,0.9718932862881506,0.9264985771070589,0.918867068486974,0.909304895111424,0.9432671211189921","0.6140889553785671","regression","84782"
"3837","0.019592268913789235","0.39949465605276857","0.026201128021206332","0.4033963476586553","0.026201128021206332,0.4033963476586553","1,0.9999414221278352,1,1,1,0.9884941141542732,1,0.9932923325044498,1,1","0.6117125579927741","sbx_closest2parent","53587"
"1967","0.09682733692130174","0.16143233366893722","0.026434616375694442","0.632164701800786","0.026434616375694442,0.632164701800786","0.4559517962349596,0.038651971135470475,0.2233571361369877,0.41307779352793017,0.6292734100954804,0.23826367171697793,0.9610215102693167,0.7405144901351024,0.559904445732699,0.4229342265340085","0.5929851892671687","random","1967"
"453","0.018111630109331034","0.37397014537465983","0.026863347408054294","0.3704437270876688","0.026863347408054294,0.3704437270876688","1,1,1,1,1,1,1,1,1,1","0.6065134239586548","regression","61966"
"1747","0.02616958680353154","0.735495686865397","0.028050361759171416","0.7386616134060596","0.028050361759171416,0.7386616134060596","1,1,1,1,1,1,1,1,1,1","0.593643238010065","regression","69631"
"2353","0.022053944306089646","0.4587294550672503","0.02821647260334459","0.4543940359529406","0.02821647260334459,0.4543940359529406","0.9977499230921305,0.9855407022387515,0.9975981841249721,0.9938764677420846,0.9980154687628381,0.9991542778839576,1,0.9825225229902687,0.9655787576679259,1","0.6185488005583497","regression","69799"
