elite_idx,centroid_x,centroid_y,situation_x,situation_y,situation_vec_0,situation_vec_1,situation_vec_2,situation_vec_3,situation_vec_4,situation_vec_5,situation_vec_6,situation_vec_7,situation_vec_8,situation_vec_9,situation_vec_10,situation_vec_11,command_0,command_1,command_2,command_3,command_4,command_5,command_6,command_7,command_8,command_9,command_10,command_11,command_12,command_13,command_14,command_15,command_16,command_17,command_18,command_19,command_20,command_21,command_22,command_23,command_24,command_25,command_26,command_27,command_28,command_29,command_30,command_31,command_32,command_33,command_34,command_35,fitness,kind,iteration
932,0.10869466650976517,0.13045068464427673,0.6853752646056821,0.5349255946097058,0.09653239745872988,0.12951101079838825,0.1467642507536358,0.08652838221828577,0.13713062396017142,0.08890859941647097,0.12158966969495735,0.060752424986089695,0.0965317378339795,0.1048882062548226,0.0963556191562794,0.05480793668357725,0.7710483478648396,0.8727195551603274,0.8493721998336672,0.0321476130244363,0.5139369687006513,0.6802145814146097,0.97234659973647,0.34142657823059397,0.535435740218984,0.6776147326962761,0.8758848122904072,0.3018144026958933,0.8338603235894924,0.21332133636447373,0.5998383228043935,0.042135236086545166,0.9392745318503509,0.6456670812276999,0.9286866840318878,0.3694119184204392,0.7013983814541243,0.9606360366198896,0.4251336983784667,0.42432193619668224,0.83456948799672,0.4017050563560311,0.5519624606270161,0.5775125015851417,0.7533443350647134,0.5844361272576547,0.9983140926653116,0.9462112194002643,0.5837352892199358,0.6510638686282243,0.9462351973435041,0.5901950771609528,0.9159651026920324,sbx_closest2parent,968537
444,0.10234778881281978,0.17997286214875458,0.6862001812480407,0.4733178070185198,0.10900036168614735,0.15416572802920456,0.10879645086519055,0.09891824113863683,0.0995846682753947,0.11573473125346667,0.07934727589208837,0.04738750036358888,0.08279515078983722,0.07313728743471784,0.11270247695133662,0.0779481155869508,0.8924168914838124,0.7901567554721154,0.682601676787721,0.06386929974169676,0.49957692615400934,0.24033264508944097,0.8973065038902752,0.3555305075117301,0.6175898482571786,0.7472763557042585,0.8980100018590769,0.21282571691996507,0.67797696957774,0.18083262967190802,0.8036900076641024,0.12685295272054722,0.854254071897515,0.5863358310268719,0.9985125869287391,0.35416160329522234,0.6824090567417265,0.9542109286151128,0.432754421898303,0.4193885846958641,0.9851525498963998,0.3523039849864706,0.48725022370545457,0.426513619068206,0.7299256923413202,0.7727311796011987,0.9731447945213508,0.9410317852798069,0.5438479223052796,0.6761814014632017,0.9333316399973078,0.559208143126062,0.8291435993927364,sbx_closest2parent,954669
1343,0.15237489086844283,0.11870242964702339,0.6866271322263746,0.45919400199937827,0.13192687459053182,0.11021453241663465,0.10112755846393653,0.0950775050655561,0.11854605504819216,0.12973460664152342,0.07886630581658098,0.08708871758730834,0.0607574933827033,0.10388725371910845,0.04029284115072063,0.08830139034295653,0.5939857809273554,0.8140634698559502,0.6691886668649876,0.07005737577151358,0.5510744486831485,0.5436475743453991,0.9343527006252816,0.33519075944201826,0.575027954409561,0.7438216253897223,0.9305957109502763,0.15851374469865642,0.8505081890012235,0.23238402465304148,0.7495338427316307,0.10351315198896524,0.915650803403732,0.4612700681711202,0.9975876417779459,0.4022037896916783,0.6561576836220863,0.8912102904972403,0.4091583790957217,0.4012151860357196,0.5071808464873262,0.6301328626986802,0.7805553563946868,0.5418244683236234,0.7758174474692703,0.6588967135214598,0.9742003761468891,0.9251136894351008,0.5341336942835163,0.6794703762090608,0.9418639762273622,0.5755367916654165,0.8679487012110018,sbx_closest2parent,944575
902,0.13022610575739002,0.11343145697798285,0.6878330077460588,0.46826696256130224,0.09839401909860238,0.07937812388758934,0.11601397370916841,0.17074274751295462,0.10417779461265941,0.11912634892508461,0.09257633038901608,0.07668166382075757,0.05864408964511786,0.10059290887801423,0.06854991625204382,0.07122205357635271,0.6701484707478714,0.8686371200486993,0.7111579524078542,0.17728001825058956,0.5731342371107218,0.6795369210762303,0.8762373616433311,0.3883562399427887,0.5773594931676578,0.651534792169878,0.8960561869200093,0.20349557532878673,0.8383754548932701,0.1715230460505674,0.6908142973229584,0.09507832822630535,0.9490972093460553,0.5059142967419967,0.9795423924720862,0.3545089772879066,0.6799677502323459,0.9122745757083723,0.41189425015834913,0.4025436418960836,0.8294431390446854,0.48732073446650626,0.6237014493347811,0.43908003603820817,0.6855301876805769,0.6809700412720671,0.9874703646121913,0.9360304634077021,0.5567372508279981,0.9577413976481087,0.9467437412207255,0.5632862184250257,0.9607774071441625,sbx_closest2parent,969035
1998,0.12734738669814955,0.1283278760100703,0.6883349231080095,0.5053190566489935,0.11087684603306773,0.12134068247196553,0.1300984109296735,0.106820584497494,0.12206441300861448,0.09713398616719422,0.12727520105582749,0.08440164069866266,0.07572009599427439,0.06348212957212535,0.07446934214331485,0.07997064718478877,0.6353588424867438,0.8354485051199951,0.7445278667973363,0.14417814317027183,0.7576496034383428,0.8277195024021203,0.9905731606428333,0.33450289319796744,0.5487731369784725,0.5351170339182464,0.9222251866985322,0.3013098242386266,1.0,0.20490561736915006,0.9383564730352119,0.2522313704027189,0.9987600117196701,0.5107677216733248,0.9968318706854264,0.3857649525325365,0.7075401191977666,1.0,0.45304044855239556,0.3881789668178354,0.8666987751213668,0.424920370583588,0.6395071658049637,0.7704822835243182,0.7954249787342744,0.6406478512545803,0.9828295185921782,0.9453415135657777,0.5726486404766029,0.7320022922013026,0.944285452217887,0.567635608583595,0.792254864891085,sbx_closest2parent,933876
1128,0.12270577813117214,0.12778730949517428,0.6928726549643788,0.5204344453812899,0.12688775343358827,0.11712211857331345,0.13460074141441847,0.09793620253915752,0.1280690545878068,0.08825678441609429,0.10039304115675145,0.07424230793282642,0.09571965888110949,0.08636947568202832,0.07678130990122313,0.08692865182735111,0.8882410893887351,0.9018606331605196,0.811616189132641,0.17435022853926938,0.6886977001339102,0.6666271361877545,0.9738339820738562,0.30314003031334613,0.5253856405867833,0.6989036808697909,0.9256916152982286,0.26633533798084863,0.9221554859310737,0.1534954646120746,0.6612723893538274,0.08098347652882508,0.889767502571204,0.7951269930843653,0.9748547001612441,0.3505232370734239,0.6402656520453756,0.8239973867455989,0.4065661130981081,0.3937393016941494,0.8691008507313597,0.34712567128824345,0.47928651490101265,0.40036797783674316,0.6614073908024212,0.48601778660260275,0.9598112169156519,0.950093776303593,0.5525416895646337,0.7195966783111293,0.9520157910162846,0.5863350292227505,0.9400987401197359,sbx_closest2parent,933697
566,0.10096214459846903,0.10683322070875173,0.693158324787515,0.4455557957381603,0.11873627205526308,0.10911390193638117,0.12863677060068437,0.10504136758241674,0.10562768220512653,0.12600233040764314,0.07764916933352825,0.03326716941952836,0.11242787618860509,0.07666953864545223,0.06108515404349098,0.08445688810755544,0.8156218352496013,0.8652787117887203,0.772812229396534,0.10697673719557488,0.4637675941319032,0.9300614229051647,0.9160480191438618,0.3351766346302441,0.504605638000232,0.708955739840849,0.9470742301548416,0.38247224824071824,0.8573243725296276,0.146646354456352,0.7480281099385787,0.10251897408018039,0.7982895845890989,0.4084269075612239,0.9017845362376492,0.38913556617544964,0.6859680406842024,0.8857621672828626,0.42627370196941966,0.37126178298224666,0.7584895463546935,0.40451296731079744,0.5579090552221369,0.35410126552499566,0.634383813950501,0.49336887840458626,0.9956404133548433,0.9407751794007629,0.5671533595272907,0.792171263510784,0.9573724876951318,0.5822332850684552,0.8453985651228398,sbx_closest2parent,973857
647,0.1499719807133389,0.141869107683353,0.693773974987873,0.4976776034959995,0.1303804534848033,0.12318709910875313,0.0965120380574833,0.0975198503466299,0.1409629893988499,0.10521154459135343,0.11496650720304837,0.07222605136701378,0.09660760969885648,0.05927157873623714,0.09201067290147716,0.06259518358936662,0.4443302859614118,0.8181657373918123,0.7069381856119442,0.08278514318580235,0.5218713453698849,0.7632166123675802,0.994148928719417,0.3796396692986143,0.5742961266795455,0.4758006424000244,0.8957781223522924,0.2528169957283656,0.7655266794459303,0.1655272827560374,0.4812564190526501,0.038696083062932034,0.8863356455701673,0.2021721880076996,0.9511018079350869,0.3680309927129911,0.7304475011687873,0.8890165986716356,0.4051594222683221,0.4227740437687441,0.8559005029161824,0.4933627170629631,0.6357144880707825,0.5753262067672203,0.7689479383957522,0.8050520618423078,0.9919080937733143,0.951933023857101,0.5497208805933871,0.5522799999157925,0.9534784473329071,0.5418858079343263,0.8879265623123119,sbx_closest2parent,951919
1064,0.13766361985886633,0.11621352894687173,0.6955396038050066,0.5207736833076049,0.1339902254036923,0.08666446589655052,0.10975819588035243,0.13010690531013833,0.10749399032634344,0.12752582098792947,0.08732285211754383,0.09571684196040003,0.08369954133402549,0.09728887062957094,0.07416931317287805,0.08257626409318661,0.7438175363766063,0.8432733726741757,0.5944026777390257,0.00642126827596546,0.6972507915597316,0.7238701661881599,0.9596480881545378,0.342063540574751,0.5020722478074685,0.5777854757446181,0.8534562650930143,0.27249373143670863,0.8214233408111925,0.1499437147495244,0.5747873072877095,0.10797943820598668,0.8486417779415112,0.5759834873502926,0.9907944759131132,0.33597939901970597,0.6421062446001607,0.777174940987176,0.4109524379991443,0.3971027891517427,0.8578998926448458,0.4058166500388418,0.5920706649955461,0.3953867111115832,0.7086099909438839,0.4655652452183765,0.9871031397536875,0.9113980417221664,0.5609762796275084,0.7227078813638662,0.9648347234321487,0.5711921901667701,0.9522647900216106,sbx_closest2parent,947612
290,0.14644421567647092,0.1702852895270595,0.6965049087144759,0.5248876566739041,0.1393649772705661,0.16173710545914413,0.08138919141209378,0.07053209814085833,0.10999762139220166,0.1334839150396119,0.0992930946813387,0.09950094581932374,0.10301158683665462,0.10849297974633793,0.07380232676482384,0.04078672282542531,0.8186697972068886,0.8725014845858468,0.6729056664468123,0.08746760103195554,0.34070707334902434,0.0630506980236708,0.9443512461660666,0.41612472299485603,0.6115224926926308,0.8046026238217034,0.874326834083632,0.25413543140632405,0.9308739511051889,0.09436941206220394,0.9309248806836702,0.09421500524118193,0.8819419014194883,0.5418229910255686,0.9844709790666045,0.3695860782607821,0.6882709905721097,0.7696548566883411,0.4241707912300708,0.4230641053182941,0.9135454590468013,0.446248641536848,0.6101053167738845,0.6666539233598476,0.7396461955761165,0.6063927071154387,0.9642526622585712,0.9469998001466365,0.5703287855543488,0.8176165190068061,0.9384416434217684,0.5542761453118124,0.8507193265848644,sbx_closest2parent,962410
684,0.13588763224584782,0.13256483041370795,0.6977830660018122,0.5934139346320643,0.14054842382527302,0.14193483661488093,0.1055084391191411,0.11269133781089857,0.1073865776804977,0.08971345095112093,0.15497076812237703,0.06805535323037497,0.10294877866466953,0.11046380174256537,0.09412878740871498,0.0628464454633624,0.5109917153933352,0.8175983672391295,0.7318302276447554,0.13269914094075566,0.4905711781093655,0.3054193346474229,0.9836865707766227,0.3317336867331674,0.5643129997206374,0.6939626869167886,0.8512986768631707,0.23167832064983285,0.9710744752667508,0.18077306642714688,0.6388246316566761,0.14095539267444182,0.7014034124291822,0.28076757114272166,0.7991688587631218,0.35265699730309835,0.6736333812710933,0.9650949184270999,0.41400091332737476,0.4276965956817848,0.47413730722049424,0.42509452742485315,0.40602755090696463,0.5757082096164499,0.9928116949299091,0.8740572154434184,0.9743432491196113,0.9246988006751065,0.5474691119922597,0.8506234435940223,0.9578223400802302,0.5555691686495854,0.7839150448556109,sbx_closest2parent,798271
961,0.1027842377729039,0.15491578726505048,0.6984541201996521,0.37903095057826386,0.11619846469879555,0.15042410182542387,0.0867636363274494,0.12272162960677782,0.13250900007625196,0.08983728766495344,0.07882534171895235,0.06364150178390622,0.0718940152010586,0.053783042825929835,0.03524730137765245,0.07563974767076438,0.937367079823089,0.8519800654870187,0.8097933281862326,0.07205713975063871,0.5699190045082648,0.46482332095301004,0.8947300666272955,0.37667351593017234,0.45552326800198173,0.4921903837298732,0.8483282752003954,0.3151598658725003,0.685672369515255,0.16272039063599905,0.5419302681187719,0.15399069386879455,0.8339632545325131,0.9124728893568497,0.9711228843912304,0.3638404755418032,0.6851547347087195,0.6330559384816923,0.435217838829624,0.4082074569627584,0.926158951824808,0.4734790666741087,0.6198790763203506,0.5821939108263023,0.7513087173405182,0.7116085222723405,0.9954263572559873,0.9436957963579091,0.5628999800686804,0.6030900920345502,0.9404188162293259,0.5651315360906654,0.9080797321418147,sbx_closest2parent,993281
914,0.13815601848229797,0.1442842487124692,0.7012368118746276,0.5038075901554753,0.13770366616295096,0.122513826974411,0.11596777413788348,0.09194871965098576,0.1057270714726734,0.12737575347572294,0.07561436865217147,0.09978249596162848,0.13126969904063424,0.07582951844383326,0.034031732300291946,0.08727977575691591,0.9477507584435652,0.8383699876144836,0.5180023203695501,0.0417193566874719,0.6793210644693662,0.0699714516997238,0.9196848150971714,0.3602832344631485,0.5200100241077633,0.6282948771926063,0.8492527865344752,0.27222152852111625,0.8347861919431847,0.1860371876224091,0.6497100118480449,0.09053949334589437,0.7256992253037605,0.30048680871684197,0.9494786908428403,0.38077528574075814,0.6273271736718123,0.8653299045914339,0.39251179987599955,0.40495202940572317,0.9051047210494632,0.6446673930291733,0.5150937164867901,0.33691097187686847,0.8930252897507418,0.6194002757370778,0.9772769554672817,0.9261487213674272,0.5247822569858555,0.6460232640025084,0.9509566214704994,0.557538854867545,0.8169067306535518,sbx_closest2parent,907928
1479,0.12202219655775584,0.13517379029312865,0.7020805772902112,0.5912077711513282,0.11313818356925179,0.14686135893164642,0.11407924856452746,0.11271082471024722,0.1165565322419963,0.09873442927254208,0.08749005253936584,0.10100247650067974,0.1055741979864612,0.08634434747691458,0.10573845701196713,0.10505823963593967,0.581779611523368,0.8535944881078041,0.6703571045880122,0.024192381314255523,0.25953950574579226,0.5079489200179106,0.943346585239024,0.3388066138763206,0.4343916566084826,0.8469989734795389,0.8720051662417967,0.30209649047858433,0.7522918230219077,0.11769079546840747,0.6872386668339553,0.14500852863506486,0.9782482474946795,0.4861380605659328,0.9865761109470762,0.37233664728755184,0.756993589925062,0.9752047872098835,0.42705150528257974,0.41575690948171845,0.7781602627988363,0.5953257213323312,0.7389088502579171,0.5951640176533257,0.6304455186439695,0.5974577957877301,0.9705632844679777,0.9211966156319507,0.579240720492997,0.8942850559738394,0.969938494532485,0.5661096117749604,0.8712854679080666,sbx_closest2parent,951865
1347,0.12677695860632032,0.11056261144981776,0.7023497987712772,0.4098330280063469,0.13470399548218104,0.11763801357084744,0.12326782723376081,0.09502174409026129,0.11218206645314856,0.11953615194107797,0.08484570696542583,0.06297285625396502,0.04780766431160909,0.060664728187853775,0.08204537961006506,0.07149669267742807,0.49741075939049,0.7953656047125705,0.6453781039436636,0.09249492124880192,0.41780902627357625,0.5398794190072143,0.933911529332007,0.38087126349636574,0.5532930612348599,0.5648327463321079,0.9147616442376159,0.3374395409716558,0.8606154593785117,0.17946903941345368,0.6056320884962765,0.13207462342599968,0.7312817355129353,0.6755902841905154,0.9109843948186874,0.370513753290872,0.681968020939847,0.8710770962417299,0.45748692002331576,0.4201933656378189,0.8331729504112909,0.38139973869810306,0.5995523033491038,0.6128862666826179,0.688555419729416,0.5905549391420772,0.9778105110350717,0.9635882567237514,0.5728081672876918,0.5989171003428149,0.9365670581477209,0.5598733593132322,0.9103499590949445,sbx_closest2parent,900584
747,0.1259275116068454,0.1397545879645213,0.7036932127009002,0.5186123146289465,0.12964765078165907,0.11619647421341693,0.13489001499586134,0.10798794287792673,0.10017666256482324,0.11479446726721283,0.05380130532411037,0.09238220823885365,0.09281770664881864,0.10329371323313069,0.1082822939606428,0.06803508722339034,0.7677484500393764,0.8005681382180281,0.7307956529705331,0.048795024617531574,0.5702601891004193,0.6547697354023384,0.9508904821884241,0.3578068245986521,0.5365896931353946,0.5985287220774402,0.9312979811824629,0.36050868577382317,0.505296563643661,0.16669755393185665,0.8756815380706873,0.14871372039766761,0.9812964491410078,0.5573889550383854,0.9814920407721875,0.3678040732476289,0.6661495265713387,0.9160924254859398,0.4278029652927733,0.4846545376929952,0.9821212614823673,0.31338857270684645,0.25087201795995206,0.2551871135553995,0.9014992159092959,0.666292794311415,0.9828685167640763,0.9380513741676881,0.5554034024048473,0.7598144333395028,0.9590003922117583,0.5716192544476573,0.9007333381113835,sbx_closest2parent,873921
832,0.11800874309021153,0.10257156944547349,0.7043510574617324,0.5240715119565387,0.140036056437399,0.10857399641149516,0.09151735000073098,0.1175002489644445,0.11868500860017009,0.1280383970474927,0.07240928277386616,0.1381084674521691,0.02045588808598907,0.06080986679710815,0.10393772643906501,0.12835028040834123,0.876763530677777,0.9014964908213794,0.8951475098140858,0.08409776278668175,0.4572964153496542,0.7135445717051229,0.9576182405592003,0.34694079857484605,0.5611351912275916,0.6248335475146292,0.9336255881278642,0.25842454519996544,0.8275468245440004,0.1921893009124401,0.6998643136818294,0.04676702208676385,0.9449753621653516,0.48404080741476563,0.9733533527752221,0.3478501213413291,0.6921293395854269,0.7854051664408881,0.4220284856311144,0.35622767317706167,0.9743257782517187,0.5120711901378712,0.6777429693421826,0.42052903785717255,0.6648627763990089,0.5912231692190064,0.9537251755553274,0.9418082886096618,0.5583836954642255,0.6379771687905379,0.9652949660792594,0.570750918996304,0.8060900926319687,sbx_closest2parent,883668
